Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model
20091105X93509,DCA10IA006,2009-11-04,"Dulles International Airport, VA",,G-BNWY,2.0,,0.0,0.0,0.0,0.0,Boeing: 767
20100218X41458,DCA10RA031,2009-11-09,"Nairobi, Kenya",,5Y-VVQ,,,0.0,0.0,0.0,0.0,Hawker Beechcraft: 1900 - D
20091117X55556,CEN10IA053,2009-11-15,"Kansas City, MO",Non-Fatal,N924FR,2.0,Turbo Fan,0.0,0.0,0.0,130.0,Airbus: A319-111
20100112X60236,WPR10WA108,2009-11-17,"Kojonup, Australia, Australia",Fatal,VH-ZRR,1.0,,1.0,0.0,0.0,0.0,Cessna: A188
20091124X94107,DCA10FA012,2009-11-19,"New Market, WV",Non-Fatal,N209UA,2.0,Turbo Fan,0.0,1.0,1.0,198.0,Boeing: 777-200
20091128X72625,DCA10RA013,2009-11-28,"Shanghai, China",Fatal,Z-BAV,3.0,,3.0,0.0,4.0,0.0,Mcdonnell Douglas: MD11
20091210X11359,ERA10IA094,2009-12-03,"Rome, NY",Non-Fatal,N701FX,1.0,Turbo Prop,0.0,0.0,0.0,1.0,Cessna: 208B
20100608X41922,DCA10WA067,2009-12-07,"George, South Africa",Non-Fatal,ZS-SJW,2.0,,0.0,10.0,0.0,25.0,Embraer: EMB135
20091215X64622,CEN10LA076,2009-12-11,"St. Louis, MO",Non-Fatal,N411BL,2.0,Turbo Prop,0.0,0.0,0.0,7.0,Hawker Beechcraft: 200
20091214X41802,DCA10IA015,2009-12-14,"Charlotte, NC",Non-Fatal,N483A,2.0,,0.0,0.0,0.0,115.0,Boeing: MD
20100106X21356,ENG10RA009,2009-12-17,"Changi Airport, Senegal",,JV-JEB,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20091223X50505,DCA10CA018,2009-12-18,"Dallas, TX",Non-Fatal,N515AE,2.0,Turbo Fan,0.0,1.0,0.0,3.0,Bombardier: CL600 2C10
20100224X04957,ENG10RA017,2009-12-21,"London, United Kingdom",,G-JEDI,2.0,,0.0,0.0,0.0,0.0,Bombardier: DHC-8
20091229X00323,WPR10LA092,2009-12-23,"Moab, UT",Non-Fatal,N520NE,2.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 402C
20091228X15816,CEN10IA084,2009-12-26,"Dallas, TX",Non-Fatal,N494AE,2.0,Turbo Prop,0.0,0.0,0.0,45.0,Atr: ATR72
20100102X42040,WPR10RA093,2009-12-30,"Baindoang, PNG, Papua New Guinea",Fatal,P2-MJL,1.0,Reciprocating,6.0,0.0,1.0,0.0,Cessna: 185
20100106X32329,ERA10LA108,2010-01-01,"Concord, NC",Non-Fatal,N8985C,1.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA-32R-300
20100103X60452,ERA10LA103,2010-01-02,"Somerset, KY",Non-Fatal,N227ML,2.0,Turbo Prop,0.0,0.0,0.0,3.0,Fairchild: SA227
20100714X13546,CEN10WA393,2010-01-02,"Sept-Iles, Canada",Non-Fatal,C-FSKQ,2.0,Turbo Prop,0.0,0.0,0.0,6.0,Hawker Beechcraft: 200
20100112X95305,DCA10WA020,2010-01-03,"Dortmund, Germany",,D-ABKF,,,0.0,0.0,0.0,0.0,Boeing: 737
20100127X11900,ENG10WA012,2010-01-03,"Turin Airport, Italy",,I-SMEB,2.0,,0.0,0.0,0.0,0.0,Mcdonnell Douglas: MD-82
20100107X40353,DCA10WA019,2010-01-04,"Hahn, Germany",Non-Fatal,EI-DAK,2.0,,0.0,5.0,0.0,148.0,Boeing: 737
20100118X42210,WPR10WA114,2010-01-04,"Palau International Airport, Palau",Non-Fatal,T8A182P,1.0,Reciprocating,0.0,0.0,0.0,4.0,Cessna: 182
20100106X55618,CEN10LA090,2010-01-06,"Kearney, NE",Non-Fatal,N206AV,2.0,Turbo Prop,0.0,0.0,0.0,1.0,Hawker Beechcraft: C-99
20100219X11249,ENG10IA016,2010-01-07,"Cincinnati (CVG), OH",Non-Fatal,N803DH,4.0,Turbo Fan,0.0,0.0,0.0,0.0,Mcdonnell Douglas: DC8
20100112X10853,DCA10IA021,2010-01-10,"Newark, NJ",Non-Fatal,N816UA,2.0,Turbo Jet,0.0,3.0,0.0,50.0,Airbus: A319-131
20100114X11754,ENG10IA010,2010-01-12,"St. Croix,",Non-Fatal,N434AT,2.0,Turbo Prop,0.0,0.0,0.0,48.0,Atr: ATR72
20100115X35851,ANC10LA012,2010-01-14,"Gulkana, AK",Non-Fatal,N3233M,1.0,Reciprocating,0.0,0.0,0.0,2.0,Piper: PA-12
20100119X00231,ANC10LA013,2010-01-19,"Bethel, AK",Non-Fatal,N20109,1.0,Reciprocating,0.0,0.0,0.0,3.0,Cessna: 172M
20100121X82958,DCA10IA022,2010-01-19,"Charleston, WV",Non-Fatal,N246PS,2.0,Turbo Fan,0.0,0.0,0.0,34.0,Bombardier: CL600
20100129X00036,DCA10WA026,2010-01-19,"Padang, Indonesia",Non-Fatal,PK-LFM,2.0,,0.0,0.0,0.0,209.0,Boeing: 737
20100203X01641,CEN10WA112,2010-01-20,"Schiphol, Netherlands (the)",,CS-DXR,,,0.0,0.0,0.0,0.0,Cessna: 560
20100129X92638,DCA10WA025,2010-01-21,"Luxembourg, Luxembourg",Non-Fatal,LX-OCV,4.0,,0.0,0.0,0.0,3.0,Boeing: 747
20100125X41838,ANC10FA014,2010-01-22,"Sand Point, AK",Fatal,N112AX,2.0,Turbo Prop,2.0,0.0,0.0,0.0,Hawker Beechcraft: 1900C
20100126X35439,DCA10RA023,2010-01-25,"Beirut, Lebanon",Fatal,ET-ANB,2.0,,90.0,0.0,0.0,0.0,Boeing: 737
20100202X05446,ERA10LA128,2010-02-01,"Watertown, NY",Non-Fatal,N121PB,2.0,Reciprocating,0.0,0.0,0.0,7.0,Cessna: 402C
20100204X74536,ENG10RA014,2010-02-03,"Bangkok, Thailand, Thailand",,HS-TGB,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20100315X23818,DCA10WA037,2010-02-08,"Peshawar, Pakistan",,AP-BIK,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20100216X20235,WPR10LA134,2010-02-13,"Santa Clarita, CA",Non-Fatal,N221WN,2.0,Turbo Fan,0.0,1.0,1.0,83.0,Boeing: 737-7H4
20100305X52436,DCA10WA035,2010-02-13,"SURABAYA, Indonesia",Non-Fatal,PK-YTR,2.0,,0.0,0.0,0.0,125.0,Boeing: 737
20100216X34257,WPR10IA135,2010-02-16,"Los Angeles, CA",Non-Fatal,N226SW,2.0,Turbo Prop,0.0,0.0,0.0,31.0,Embraer: EMB-120ER
20100223X45456,ANC10LA019,2010-02-17,"Kwigillingok, AK",Non-Fatal,N207DR,1.0,Turbo Prop,0.0,0.0,0.0,8.0,Cessna: 208B
20100909X73431,DCA10WA095,2010-02-17,"Las Palmas, Spain",,G-BYAI,2.0,,0.0,0.0,0.0,0.0,Boeing: 757
20100219X33356,WPR10LA141,2010-02-19,"Sacramento, CA",Non-Fatal,N892FE,1.0,Turbo Prop,0.0,0.0,0.0,1.0,Cessna: 208B
20100222X84927,DCA10CA032,2010-02-19,"Anchorage, AK",Non-Fatal,N173UA,4.0,Turbo Fan,0.0,25.0,1.0,236.0,Boeing: 747
20100330X53518,DCA10WA043,2010-02-21,"Bacelona, Spain",,G-CPET,,,0.0,0.0,0.0,0.0,Boeing: 757 - 236
20100224X50823,CEN10LA127,2010-02-24,"Minneapolis, MN",Non-Fatal,N132BA,2.0,Reciprocating,0.0,0.0,0.0,2.0,Hawker Beechcraft: 65-B80
20100225X64107,ERA10WA153,2010-02-25,"Nazca, Peru",Fatal,OB-1117,1.0,,7.0,0.0,0.0,0.0,Cessna: U206F
20111122X95137,DCA12WA015,2010-03-01,"Brussels, Belgium",Non-Fatal,EIDYI,,,0.0,0.0,0.0,146.0,Boeing: 737
20100305X54655,DCA10WA036,2010-03-04,"Taipai, Taiwan (Province of China)",Non-Fatal,B-18723,4.0,,0.0,0.0,0.0,3.0,Boeing: 747
20100310X51327,ANC10LA021,2010-03-05,"Nanwalek, AK",Non-Fatal,N734JM,1.0,Reciprocating,0.0,0.0,0.0,2.0,Cessna: U206G
20100310X51115,ERA10IA170,2010-03-10,"Farmingdale, NY",Non-Fatal,N155MM,2.0,Turbo Jet,0.0,0.0,0.0,5.0,Gulfstream: G-1159A
20100312X84023,ERA10CA174,2010-03-11,"Titusville, FL",Non-Fatal,N319NB,2.0,Turbo Fan,0.0,2.0,1.0,114.0,Airbus: A319-100
20100315X12046,CEN10IA157,2010-03-13,"Chicago, IL",Non-Fatal,N16561,2.0,Turbo Fan,0.0,0.0,0.0,45.0,Embraer: EMB-145LR
20100316X13617,ANC10LA025,2010-03-15,"Kodiak, AK",Non-Fatal,N663SA,2.0,Reciprocating,0.0,1.0,2.0,0.0,Britten-Norman: BN-2A-21
20100322X81354,DCA10WA041,2010-03-18,"Paris, France",,HS-TGL,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20100317X00948,OPS10IA015,2010-03-20,"Phoenix, AZ",,N992FE,1.0,Turbo Prop,0.0,0.0,0.0,0.0,Cessna: 208B
20100323X42745,DCA10WA042,2010-03-23,", Hungary",Non-Fatal,N612FE,3.0,Turbo Fan,0.0,0.0,0.0,3.0,Mcdonnell Douglas: MD-11F
20100331X51222,ANC10FA029,2010-03-23,"Homer, AK",Non-Fatal,N522HA,1.0,Reciprocating,0.0,2.0,0.0,1.0,Cessna: 206
20110513X60749,DCA11WA056,2010-03-24,"Moncton, Canada",Non-Fatal,C-GCJZ,,,0.0,0.0,0.0,3.0,Boeing: 727 - 200F
20100330X00627,OPS10IA020,2010-03-27,"San Francisco, CA",Non-Fatal,N216UA,2.0,Turbo Fan,0.0,0.0,0.0,268.0,Boeing: 777-222
20100329X53226,WPR10WA185,2010-03-28,"Northam, Australia, Australia",Fatal,VH-KDS,,,2.0,0.0,0.0,0.0,Piper: PA30
20100405X40816,CEN10LA189,2010-04-03,"Runnells, IA",Non-Fatal,N869RW,2.0,Turbo Fan,0.0,0.0,1.0,29.0,Embraer: ERJ 170-100 SE
20100405X33651,WPR10LA189,2010-04-04,"Honolulu, HI",Non-Fatal,N61384,2.0,Reciprocating,0.0,0.0,0.0,1.0,Piper: PA-31-350
20100503X82523,ENG10IA026,2010-04-05,"Newark, NJ",Non-Fatal,N535JB,2.0,Turbo Fan,0.0,0.0,0.0,140.0,Airbus: A320
20100423X01145,CEN10LA218,2010-04-06,"Bradley, IL",Non-Fatal,N437XJ,2.0,Turbo Prop,0.0,0.0,1.0,30.0,Saab: SAAB 340B
20100412X21857,DCA10WA049,2010-04-08,"Paris, France",Non-Fatal,B-HOV,4.0,,0.0,0.0,0.0,326.0,Boeing: 747
20100410X34740,WPR10FA199,2010-04-10,"Los Angeles, CA",Non-Fatal,N624SW,2.0,Turbo Fan,0.0,0.0,0.0,109.0,Boeing: 737-3H4
20100414X04022,DCA10WA052,2010-04-13,"Keflavik, Iceland",Non-Fatal,N380AN,2.0,Turbo Fan,0.0,5.0,0.0,140.0,Boeing: 767-323
20100414X90838,DCA10WA051,2010-04-13,"Manokwari, Indonesia",,PK-MDE,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 737
20100420X41112,ENG10RA024,2010-04-13,"Hong Kong, China",,B-HLL,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Airbus: A330
20100414X92635,DCA10RA053,2010-04-14,"Monterrey, Mexico",Fatal,XA-TUE,2.0,Turbo Fan,5.0,0.0,0.0,0.0,Airbus: A300B4-203
20100423X02633,CEN10LA220,2010-04-17,"Chicago, IL",Non-Fatal,N461AA,2.0,Turbo Fan,0.0,0.0,1.0,83.0,Mcdonnell Douglas: DC-9-82(MD-82)
20100423X01836,CEN10IA219,2010-04-18,"Kansas City, MO",Non-Fatal,N160GJ,2.0,Turbo Fan,0.0,0.0,0.0,70.0,Bombardier: CL-600-2C10
20100510X84105,OPS10IA155,2010-04-22,"Chicago, IL",,N806AE,2.0,Turbo Jet,0.0,0.0,0.0,0.0,Embraer: EMB-135KL
20100526X45943,WPR10WA265,2010-04-25,"Nadi, Fiji",Non-Fatal,F-OIAN,2.0,,0.0,0.0,0.0,4.0,Hawker Beechcraft: 200
20100427X30038,ANC10LA032,2010-04-26,"King Cove, AK",Non-Fatal,N8305H,1.0,Reciprocating,0.0,0.0,0.0,5.0,Piper: PA-32-301
20100503X92217,OPS10IA132,2010-04-28,"Houston, TX",Non-Fatal,N242WN,2.0,Turbo Fan,0.0,0.0,0.0,140.0,Boeing: 737-7H4
20100512X62223,OPS10IA163,2010-04-29,"Burbank, CA",,N953SW,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Bombardier: CL-600-2B19
20100507X94749,CEN10LA240,2010-04-30,"Fort Dodge, IA",Non-Fatal,N320AA,2.0,Turbo Fan,0.0,5.0,1.0,172.0,Boeing: 767
20100507X64708,DCA10WA055,2010-05-04,"Seoul, South Korea",Non-Fatal,N749SA,4.0,Turbo Jet,0.0,0.0,0.0,3.0,Boeing: 747-300 SERIES
20100511X04841,DCA10WA058,2010-05-04,"Bogota, Colombia",,HK4488,2.0,,0.0,0.0,0.0,0.0,Fokker: F28
20100511X03836,DCA10WA057,2010-05-05,"Mitu, Colombia",Non-Fatal,HK4536,2.0,,0.0,0.0,0.0,41.0,Embraer: EMB145
20100507X70356,DCA10WA056,2010-05-07,"Sydney, Australia",Non-Fatal,N128UA,4.0,Turbo Fan,0.0,0.0,0.0,246.0,Boeing: 747-422
20100514X05953,DCA10WA060,2010-05-08,"Vienna, Austria",,SE-RHX,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20100512X53621,DCA10RA059,2010-05-12,"Tripoli, Libya",Fatal,5A-ONG,,Turbo Fan,103.0,0.0,1.0,0.0,Airbus: A330
20100517X92932,ENG10IA029,2010-05-17,"Chantilly, VA",Non-Fatal,N510UA,2.0,Turbo Fan,0.0,0.0,0.0,112.0,Boeing: 757
20100520X02527,DCA10CA061,2010-05-17,"Miami, FL",Non-Fatal,N498MC,4.0,Turbo Fan,0.0,0.0,0.0,3.0,Boeing: 747
20100525X02508,OPS10IA196,2010-05-21,"Anchorage, AK",Non-Fatal,N810AW,2.0,Turbo Jet,0.0,0.0,0.0,140.0,Airbus: A319-132
20100522X50538,DCA10RA063,2010-05-22,"Manglaore, India",Fatal,VT-AXV,2.0,,158.0,0.0,7.0,1.0,Boeing: 737
20100523X62317,WPR10IA256,2010-05-23,"Ontario, CA",Non-Fatal,N925SW,2.0,Turbo Fan,0.0,0.0,0.0,27.0,Bombardier: CL-600-2B19
20100525X31845,DCA10FA064,2010-05-25,"Southern Tip of Greenland, Denmark",Non-Fatal,N794UA,2.0,,0.0,0.0,2.0,209.0,Boeing: 777
20100606X02721,ERA10LA299,2010-06-05,"Charlotte, NC",Non-Fatal,N277AY,2.0,Turbo Fan,0.0,0.0,0.0,454.0,Airbus: A330-323
20100628X25535,DCA10WA071,2010-06-06,"Amsterdam Schiphol IAP, Netherlands (the)",Non-Fatal,CN-RMF,2.0,,0.0,0.0,0.0,162.0,Boeing: 737
20100714X03542,DCA10WA074,2010-06-07,"Girona, Spain",Non-Fatal,EI-DAX,,,0.0,0.0,1.0,167.0,Boeing: 737
20100609X51932,ERA10LA307,2010-06-09,"Tampa, FL",Non-Fatal,N2263S,1.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 210L
20100617X11958,ENG10WA036,2010-06-11,"Tokyo, Japan, Japan",,JA01KZ,4.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 747-481F
20101022X92907,ENG10WA059,2010-06-12,"Gatwick Airport, United Kingdom, United Kingdom",,GTCBA,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 757
20100614X12305,CEN10RA319,2010-06-13,"Felipe Carrillo Puerto, Mexico",Fatal,XA-TWK,1.0,Turbo Prop,9.0,0.0,0.0,0.0,Cessna: 208
20100615X95126,DCA10WA068,2010-06-13,"Johannesburg, South Africa",Non-Fatal,ZS-ZOC,,,0.0,0.0,0.0,16.0,Swearingen: SA226
20100617X91837,ENG10WA034,2010-06-15,"Boston, MA",,EI-DIP,2.0,,0.0,0.0,0.0,0.0,Airbus: A330
20100617X93422,ENG10WA035,2010-06-15,"Amsterdam, Netherlands, Netherlands (the)",Non-Fatal,G-YMMP,,,0.0,0.0,0.0,214.0,Boeing: 777
20100616X60229,DCA10RA069,2010-06-16,"Ottawa, Canada",Non-Fatal,N847HK,2.0,Turbo Fan,0.0,3.0,0.0,33.0,Embraer: EMB-145LR
20100617X02311,ENG10IA038,2010-06-16,"Athens, Greece",Non-Fatal,N196DN,2.0,,0.0,0.0,0.0,2.0,Boeing: 767
20100714X63624,DCA10CA075,2010-06-19,"New York, NY",Non-Fatal,N3730B,2.0,Turbo Fan,0.0,0.0,0.0,5.0,Boeing: 737
20100623X20145,CEN10RA337,2010-06-23,"Quebec City, Canada",Fatal,C-FGIN,2.0,Turbo Prop,7.0,0.0,0.0,0.0,Hawker Beechcraft: A100
20100701X93344,CEN10LA363,2010-06-28,"Pioneer, LA",Non-Fatal,N601DW,2.0,Turbo Fan,0.0,3.0,2.0,40.0,Embraer: EMB-145LR
20100630X12540,ANC10LA056,2010-06-30,"Iliamna, AK",Non-Fatal,N4596U,1.0,Reciprocating,0.0,1.0,0.0,5.0,Cessna: U206G
20100704X15412,CEN10MA367,2010-07-04,"Alpine, TX",Fatal,N31AS,2.0,Reciprocating,5.0,0.0,0.0,0.0,Cessna: 421B
20100712X73647,CEN10LA389,2010-07-09,"Houston, TX",Non-Fatal,N2157S,1.0,Reciprocating,0.0,0.0,0.0,1.0,Cessna: 210
20100719X80209,DCA10FA076,2010-07-15,"Pacific Ocean,",Non-Fatal,N184DN,2.0,,0.0,0.0,1.0,201.0,Boeing: 767
20100722X54018,DCA10WA078,2010-07-16,"London, United Kingdom",,G-CPES,,,0.0,0.0,0.0,0.0,Boeing: 757 - 212
20100720X43639,ENG10IA041,2010-07-18,"Atlanta, GA",Non-Fatal,N990DL,2.0,Turbo Fan,0.0,0.0,0.0,111.0,Mcdonnell Douglas: MD-88
20100824X84240,DCA10WA086,2010-07-22,"Taipei, Taiwan (Province of China)",Non-Fatal,B-18612,2.0,,0.0,0.0,0.0,96.0,Boeing: 737
20100723X60734,ANC10FA064,2010-07-23,"Ketchikan, AK",Fatal,N9290Z,1.0,Reciprocating,1.0,0.0,0.0,0.0,Dehavilland: BEAVER DHC-2 MK.1
20100929X44623,DCA10WA100,2010-07-23,"Milan, Italy",Non-Fatal,EI-CWW,2.0,,0.0,0.0,0.0,6.0,Boeing: 737
20100727X42310,ERA10IA378,2010-07-26,"Hyannis, MA",Non-Fatal,N26150,2.0,Reciprocating,0.0,0.0,0.0,8.0,Cessna: 402C
20100721X34052,DCA10RA079,2010-07-27,"Riyadh, Saudi Arabia",Non-Fatal,D-ALCQ,3.0,,0.0,1.0,1.0,0.0,Mcdonnell Douglas: MD11
20100729X44254,ERA10IA384,2010-07-27,"San Juan, PR",Non-Fatal,N402VN,2.0,Reciprocating,0.0,0.0,0.0,2.0,Cessna: 402C
20100803X33417,DCA10WA081,2010-07-28,"Islamabad, Pakistan",Fatal,AP-BCB,2.0,Turbo Fan,157.0,0.0,0.0,0.0,Airbus: A321
20100811X63924,ENG10WA044,2010-07-28,"Tokyo, Japan",,219UA,2.0,Turbo Fan,0.0,0.0,0.0,0.0,Boeing: 777
20100831X62338,ENG10WA048,2010-07-30,"Pacific Ocean,",,VH-OJP,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20100806X53016,DCA10IA082,2010-08-04,"Chicago, IL",Non-Fatal,N644UA,2.0,Turbo Fan,0.0,6.0,0.0,184.0,Boeing: 767-322
20100809X75512,DCA10LA083,2010-08-09,"Summit, MS",Non-Fatal,N856RW,,Turbo Jet,0.0,0.0,1.0,73.0,Embraer: ERJ 170 100 SE
20100811X20501,WPR10LA395,2010-08-10,"Salt Lake City, UT",Non-Fatal,N14105,2.0,Turbo Fan,0.0,0.0,0.0,50.0,Embraer: EMB-145XR
20100816X82039,DCA10RA085,2010-08-16,"San Andres Island, Colombia",Fatal,HK-4682,2.0,Turbo Fan,1.0,67.0,17.0,42.0,Boeing: 737
20100901X01739,DCA10FA090,2010-08-17,"Dulles, VA",Non-Fatal,G-BNWU,2.0,,0.0,0.0,1.0,193.0,Boeing: 767
20100824X24158,ANC10LA074,2010-08-19,"Homer, AK",Non-Fatal,N9815M,1.0,Reciprocating,0.0,0.0,0.0,4.0,Cessna: U206G
20100924X55851,DCA10WA097,2010-08-20,"Venice, Italy",Non-Fatal,CN-RPA,2.0,,0.0,0.0,0.0,6.0,Boeing: 737
20100902X00429,ANC10FA100,2010-08-21,"Katmai National Park, AK",Fatal,N9313Z,1.0,Reciprocating,4.0,0.0,0.0,0.0,Dehavilland: DHC-2
20100901X65026,DCA10WA091,2010-08-23,"London, United Kingdom",Non-Fatal,LN-RPH,2.0,,0.0,0.0,1.0,0.0,Boeing: 737
20100825X10814,DCA10WA087,2010-08-24,"Yichun, China",Fatal,B-3130,,Turbo Fan,42.0,47.0,7.0,0.0,Embraer: ERJ190
20100826X14132,ERA10WA443,2010-08-25,"Bahia, Brazil",Non-Fatal,PR-PSJ,2.0,Turbo Fan,0.0,0.0,0.0,27.0,Embraer: EMB145 LU
20100827X20401,WPR10IA430,2010-08-26,"Sacramento, CA",Non-Fatal,N590JB,2.0,Turbo Fan,0.0,7.0,0.0,84.0,Airbus: A320-232
20100921X72055,ERA10WA492,2010-08-28,"Taisha, Spain",Non-Fatal,HC-BGA,1.0,Reciprocating,0.0,0.0,3.0,0.0,Cessna: 182Q
20100908X71541,DCA10WA094,2010-08-30,"Shanghai, China",,,,,0.0,0.0,0.0,0.0,Boeing: 757
20100901X11325,WPR10WA443,2010-08-31,"Bugoiya, Papua New Guinea",Fatal,PA-TAA,2.0,Turbo Jet,4.0,1.0,0.0,0.0,Cessna: 550
20100907X43340,DCA10WA093,2010-09-02,"Taipei, Taiwan (Province of China)",,B-16410,4.0,,0.0,0.0,0.0,0.0,Boeing: 747
20100903X54913,DCA10RA092,2010-09-03,"Dubai, Turks And Caicos",Fatal,N571UP,4.0,,2.0,0.0,0.0,0.0,Boeing: 747-44AF
20100908X20427,OPS10IA538,2010-09-04,"Los Angeles, CA",Non-Fatal,N907WN,2.0,Turbo Fan,0.0,0.0,0.0,133.0,Boeing: 737-7H4
20100908X65810,ANC10LA083,2010-09-04,"Tuluksak, AK",Non-Fatal,N9942M,1.0,Reciprocating,0.0,2.0,1.0,0.0,Cessna: 207A
20100912X75605,CEN10WA534,2010-09-05,"Pointe a Pitre, Guadeloupe",Non-Fatal,F-OIXZ,1.0,,0.0,7.0,0.0,0.0,Cessna: 208
20100930X30111,DCA10WA101,2010-09-13,"Cuidad Guayana, Venezuela",,YV1010,2.0,,0.0,0.0,0.0,0.0,Atr: ATR42
20100916X50512,OPS10IA574,2010-09-16,"Minneapolis, MN",Non-Fatal,N122US,2.0,Turbo Fan,0.0,0.0,0.0,190.0,Airbus: A320-214
20100918X12115,ERA10LA485,2010-09-18,"Rainelle, WV",Non-Fatal,N86BR,2.0,Reciprocating,0.0,5.0,0.0,0.0,Hawker Beechcraft: 58
20100924X41619,DCA10WA096,2010-09-18,"Paris, France",Non-Fatal,N574FE,,,0.0,0.0,0.0,3.0,Mcdonnell Douglas: MD11
20100920X31404,ERA10WA489,2010-09-19,"South Bimini, Bahamas",Non-Fatal,N84859,2.0,Reciprocating,0.0,0.0,0.0,6.0,Piper: PA-31-350
20100927X34749,DCA10WA099,2010-09-20,"Budapest, Hungary",Non-Fatal,HA-LOE,2.0,,0.0,0.0,0.0,6.0,Boeing: 737
20100927X92739,ENG10WA052,2010-09-21,"Hong Kong, China",Non-Fatal,D-ACGD,4.0,,0.0,0.0,0.0,4.0,Boeing: 747
20100924X92215,DCA10WA098,2010-09-22,"Kabul, Afghanistan",Non-Fatal,N279WA,3.0,Turbo Fan,0.0,0.0,0.0,2.0,Mcdonnell Douglas: MD-11F
20100928X54334,ENG10RA054,2010-09-23,"Frankfurt, Germany",Non-Fatal,N758SA,,,0.0,0.0,0.0,0.0,Boeing: 747
20111031X44724,ENG12RA005,2010-09-24,"Palermo (Sicily), Italy",Non-Fatal,EI-EDM,,,0.0,35.0,0.0,95.0,Airbus: A319 - 132
20100928X12406,ENG10IA053,2010-09-26,"John F. Kennedy International Airport, NY",Non-Fatal,N133EV,2.0,Turbo Jet,0.0,0.0,0.0,4.0,Bombardier: CL600 2D24
20100930X00358,ENG10IA055,2010-09-28,"Milwaukee, WI",Non-Fatal,N498CA,2.0,Turbo Jet,0.0,0.0,0.0,39.0,Bombardier: CL600 2B19
20101004X00504,DCA11WA001,2010-10-02,"Amsterdam, Netherlands (the)",Non-Fatal,TC-TJF,,,0.0,0.0,0.0,173.0,Boeing: 737
20101004X05846,ERA11WA004,2010-10-02,"Nazca, Peru",Fatal,OB-1808,1.0,Reciprocating,6.0,0.0,0.0,0.0,Cessna: 185
20101006X00507,ERA11CA010,2010-10-04,"New York, NY",Non-Fatal,N414ZW,2.0,Turbo Fan,0.0,0.0,1.0,52.0,Bombardier: CL-600-2B19
20101013X94109,DCA11WA003,2010-10-12,"Kabul, Afghanistan",Fatal,5X-TUC,,,8.0,0.0,0.0,0.0,Lockheed: L-100
20101206X53337,CEN11WA096,2010-10-14,"Alcora, Spain",Non-Fatal,EC-EJR,,,0.0,0.0,0.0,1.0,Piper: PA36
20101019X33258,WPR11IA019,2010-10-18,"Phoenix, AZ",Non-Fatal,N938SW,2.0,Turbo Fan,0.0,0.0,0.0,53.0,Bombardier: CL-600-2B19
20101019X50439,ANC11LA004,2010-10-18,"Sitka, AK",Non-Fatal,N111AX,2.0,Turbo Prop,0.0,0.0,0.0,3.0,Hawker Beechcraft: 1900C
20101027X04916,DCA11FA004,2010-10-27,"Miami, FL",Non-Fatal,N626AA,2.0,Turbo Fan,0.0,0.0,0.0,160.0,Boeing: 757-223
20101031X30917,ERA11LA044,2010-10-29,"Fort Lauderdale, FL",Non-Fatal,C-FWAQ,2.0,Turbo Fan,0.0,0.0,0.0,142.0,Boeing: 737
20101124X13845,CEN11WA081,2010-10-30,"Gander, Canada",Non-Fatal,N45AC,2.0,Turbo Fan,0.0,0.0,0.0,6.0,Gulfstream: G-IV
20101103X34855,ERA11CA046,2010-11-02,"Pittsburgh, PA",Non-Fatal,N454SW,2.0,Turbo Fan,0.0,0.0,0.0,41.0,Bombardier: CL-600-2B19
20101103X44221,CEN11LA051,2010-11-02,"Chicago, IL",Non-Fatal,N709BR,2.0,Turbo Fan,0.0,0.0,0.0,37.0,Bombardier: CL-600-2B19
20110308X73742,ENG11RA018,2010-11-02,"Dusseldorf, Germany",,A6EMR,2.0,,0.0,0.0,0.0,0.0,Boeing: 777
20101115X24123,DCA11WA007,2010-11-04,"Puerto Vallerta, Mexico",,XA-UHY,2.0,,0.0,0.0,0.0,0.0,Boeing: 737
20101116X32303,DCA11WA008,2010-11-05,"Karachi, Pakistan",Fatal,AP-BJD,2.0,,21.0,0.0,0.0,0.0,Hawker Beechcraft: 1900
20101122X00226,ERA11WA068,2010-11-06,"Huanuco, Peru",Non-Fatal,N115GS,2.0,Turbo Prop,0.0,0.0,0.0,9.0,Fairchild: SA227-AC
20101108X84714,WPR11LA042,2010-11-08,"Los Angeles, CA",Non-Fatal,N422QX,2.0,Turbo Prop,0.0,0.0,0.0,77.0,Bombardier: DHC-8-402
